Year,Month,Antigen,Details,THARAKA DIST HOSP,NKODI DISP,KANYURU DISP,GATUNGA MISSION,KIBUNGA H/C,RUUNGU EAPC DISP,KATHANGACINI DISP,MUKOTHIMA H/C,THANANTU CLINIC,GACIONGO DISP,CHIAKARIGA H/C ,ST. ORSOLA HOSP,MATERI GIRLS ,KAMANYAKI DISP,TUNYAI DISP
2008,Jul,DPT/Hep/B/Hib 2,above 1year,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
2008,Jul,DPT/Hep/B/Hib 3,under 1 year,22,17,14,45,33,18,49,70,10,12,3,86,13,3,8
2008,Jul,DPT/Hep/B/Hib 3,above 1year,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0
2008,Jul,OPV (Birth dose),under 1 year,86,13,5,36,12,2,26,9,2,1,5,101,6,3,5
2008,Jul,OPV1,under 1 year,36,17,11,41,15,29,43,65,12,13,6,70,19,7,16
2008,Jul,OPV1,above 1year,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2008,Jul,OPV2,under 1 year,47,17,16,45,27,22,51,90,13,10,4,87,26,6,8
2008,Jul,OPV2,above 1year,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2008,Jul,OPV3,under 1 year,22,17,22,45,33,19,49,76,10,10,3,86,13,3,8
2008,Jul,OPV3,above 1year,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0
2008,Jul,MEASLES,under 1 year,32,21,18,43,21,14,35,64,9,7,2,87,5,2,10
2008,Jul,MEASLES,above 1year,1,1,0,0,1,16,0,0,0,1,0,0,0,0,0
2008,Jul,Yellow Fever,under 1 year,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2008,Jul,Yellow Fever,above 1year,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2008,Jul,Fully Immunized child (FIC),under 1 year,31,21,18,43,21,7,42,65,9,7,2,87,5,2,10
2008,Jul,Fully Immunized child (FIC),above 1year,1,1,0,0,1,9,8,0,0,1,0,0,0,0,0
2008,Jul,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,27,15,9,70,13,0,34,39,4,0,18,15,20,6,21
2008,Jul,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,26,6,11,45,15,1,35,23,4,0,7,32,13,1,2
2008,Jul,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,31,0,6,,0,1,10,19,1,0,0,12,5,3,3
2008,Jul,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,11,0,2,,1,0,0,16,1,0,0,17,2,0,4
2008,Jul,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,2,0,16,,0,0,0,13,0,12,16,19,1,1,5
2008,Jul,VITAMIN A,"under 1 year(100,000 iu)",32,18,17,,8,17,50,,10,32,40,87,6,7,14
2008,Jul,VITAMIN A,"above 1year(200,000 iu)",41,9,15,,2,19,60,,19,11,10,0,,28,103
2008,Jul,VITAMIN A,"lactating mothers(200,000 iu)",87,17,8,,7,26,0,,,,,0,,,5
2008,Aug,BCG,under 1 year,83,9,18,30,16,13,16,85,5,24,11,163,6,3,20
2008,Aug,BCG,above 1year,0,,,,1,13,,,,5,,,,0,1
2008,Aug,DPT/Hep/B/Hib 1,under 1 year,31,23,20,57,30,11,12,54,6,30,9,75,16,5,7
2008,Aug,DPT/Hep/B/Hib 1,above 1year,0,,,,0,3,,,,0,,,,0,2
2008,Aug,DPT/Hep/B/Hib 2,under 1 year,38,17,21,43,34,14,13,73,7,18,4,79,13,5,15
2008,Aug,DPT/Hep/B/Hib 2,above 1year,0,,1,,1,2,,,,0,,,,,1
2008,Aug,DPT/Hep/B/Hib 3,under 1 year,43,12,16,42,25,16,15,80,3,10,8,100,22,4,10
2008,Aug,DPT/Hep/B/Hib 3,above 1year,0,,,,1,1,,,,0,,,,,4
2008,Aug,OPV (Birth dose),under 1 year,79,2,23,20,14,3,16,16,5,5,5,163,,2,18
2008,Aug,OPV1,under 1 year,30,23,20,57,30,17,12,66,5,33,9,75,16,5,7
2008,Aug,OPV1,above 1year,0,,,,0,13,,,,0,,,,,2
2008,Aug,OPV2,under 1 year,38,17,21,43,34,25,13,66,9,16,4,79,13,5,16
2008,Aug,OPV2,above 1year,0,0,,,1,3,,,,0,,,,,1
2008,Aug,OPV3,under 1 year,43,12,16,42,25,23,15,93,4,17,8,100,22,4,10
2008,Aug,OPV3,above 1year,0,,,,1,7,,,,0,,,,,3
2008,Aug,MEASLES,under 1 year,25,12,22,38,18,11,17,53,7,11,2,131,11,3,13
2008,Aug,MEASLES,above 1year,0,1,,,4,27,,,,3,,,,1,1
2008,Aug,Yellow Fever,under 1 year,0,,,,0,0,,,,,,,,,
2008,Aug,Yellow Fever,above 1year,0,,,,0,0,,,,,,,,,
2008,Aug,Fully Immunized child (FIC),under 1 year,25,12,22,38,21,7,17,53,7,7,2,131,11,3,13
2008,Aug,Fully Immunized child (FIC),above 1year,0,1,,,2,8,,,,1,,,,1,1
2008,Aug,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,25,19,3,56,10,0,32,16,15,,13,25,10,3,9
2008,Aug,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,22,6,1,37,2,0,19,27,3,,11,15,1,1,10
2008,Aug,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,19,,9,,6,0,,6,2,,1,21,,0,10
2008,Aug,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,4,,7,,1,0,,6,,,,12,,1,10
2008,Aug,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,13,,5,,,0,,7,,,,12,,0,1
2008,Aug,VITAMIN A,"under 1 year(100,000 iu)",26,9,21,68,39,24,29,44,,19,6,131,,3,6
2008,Aug,VITAMIN A,"above 1year(200,000 iu)",77,18,127,,6,27,8,53,,71,27,,6,12,132
2008,Aug,VITAMIN A,"lactating mothers(200,000 iu)",84,8,56,,17,13,,,,31,13,,5,3,16
2008,Sep,BCG,under 1 year,106,10,,26,15,,21,71,12,3,5,143,,7,16
2008,Sep,BCG,above 1year,5,,,0,0,,0,3,0,0,0,0,,0,0
2008,Sep,DPT/Hep/B/Hib 1,under 1 year,58,23,,41,23,,39,64,28,5,8,73,,9,12
2008,Sep,DPT/Hep/B/Hib 1,above 1year,7,,,0,5,,0,0,0,0,0,0,,0,0
2008,Sep,DPT/Hep/B/Hib 2,under 1 year,57,19,,55,26,,22,59,26,5,3,70,,3,17
2008,Sep,DPT/Hep/B/Hib 2,above 1year,3,,,0,1,,0,0,0,0,0,0,,0,0
2008,Sep,DPT/Hep/B/Hib 3,under 1 year,62,22,,39,14,,30,64,9,10,6,87,,2,12
2008,Sep,DPT/Hep/B/Hib 3,above 1year,8,1,,0,0,,0,1,0,0,0,0,,7,0
2008,Sep,OPV (Birth dose),under 1 year,85,9,,41,9,,21,24,2,3,0,143,,0,11
2008,Sep,OPV1,under 1 year,56,23,,25,23,,39,61,29,5,8,73,,9,12
2008,Sep,OPV1,above 1year,4,,,0,5,,0,0,0,0,0,0,,0,0
2008,Sep,OPV2,under 1 year,57,19,,55,26,,22,61,25,5,3,70,,3,17
2008,Sep,OPV2,above 1year,4,,,0,0,,0,0,0,0,0,0,,0,0
2008,Sep,OPV3,under 1 year,63,22,,39,14,,30,69,14,10,5,87,,3,12
2008,Sep,OPV3,above 1year,11,1,,0,0,,0,2,0,0,0,0,,0,0
2008,Sep,MEASLES,under 1 year,60,24,,38,13,,21,58,12,3,1,129,,0,9
2008,Sep,MEASLES,above 1year,7,,,0,2,,2,2,0,0,0,0,,0,0
2008,Sep,Yellow Fever,under 1 year,0,,,0,0,,0,,,0,,0,,,0
2008,Sep,Yellow Fever,above 1year,0,,,0,0,,0,,,0,,0,,,0
2008,Sep,Fully Immunized child (FIC),under 1 year,59,24,,0,14,,21,57,,3,1,129,,3,9
2008,Sep,Fully Immunized child (FIC),above 1year,3,,,0,2,,2,,,0,0,0,,,0
2008,Sep,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,23,24,,23,10,,36,25,,10,7,37,,14,34
2008,Sep,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,9,4,,0,19,,17,23,,4,1,25,,6,4
2008,Sep,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,19,,,23,9,,,13,,,,24,,,2
2008,Sep,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,55,24,,27,17,,28,56,18,4,8,129,,6,14
2008,Sep,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,36,41,,27,25,,67,34,68,2,23,,,37,108
2008,Sep,VITAMIN A,"under 1 year(100,000 iu)",101,7,,,9,,2,,8,,8,,,4,2
2008,Sep,VITAMIN A,"above 1year(200,000 iu)",111,,,,,,,,10,,,,,24,
2008,Sep,VITAMIN A,"lactating mothers(200,000 iu)",,,,,,,,,,,,,,,
2008,Oct,BCG,under 1 year,23,6,5,39,5,,6,59,2,5,5,93,19,4,32
2008,Oct,BCG,above 1year,0,,1,,2,,0,,0,2,,,,0,
2008,Oct,DPT/Hep/B/Hib 1,under 1 year,64,21,7,50,27,,46,58,4,12,11,122,19,6,24
2008,Oct,DPT/Hep/B/Hib 1,above 1year,12,,1,,2,,0,,0,2,,,,0,
2008,Oct,DPT/Hep/B/Hib 2,under 1 year,59,16,3,33,35,,37,44,9,17,8,71,11,10,21
2008,Oct,DPT/Hep/B/Hib 2,above 1year,6,,,,0,,0,,0,1,,,,0,
2008,Oct,DPT/Hep/B/Hib 3,under 1 year,59,15,4,42,30,,27,48,2,17,2,77,18,2,13
2008,Oct,DPT/Hep/B/Hib 3,above 1year,2,,,,2,,0,,0,0,5,,,0,
2008,Oct,OPV (Birth dose),under 1 year,70,1,3,34,13,,14,11,2,13,,124,11,0,32
2008,Oct,OPV1,under 1 year,64,,7,53,31,,46,58,4,12,11,122,19,4,24
2008,Oct,OPV1,above 1year,8,21,1,,2,,0,,0,19,,,,0,
2008,Oct,OPV2,under 1 year,61,,3,47,33,,37,41,9,0,8,71,11,10,21
2008,Oct,OPV2,above 1year,0,16,4,,0,,0,,0,13,,,,0,
2008,Oct,OPV3,under 1 year,60,,,51,30,,27,48,2,2,4,77,13,2,13
2008,Oct,OPV3,above 1year,4,15,,,2,,0,,0,7,,,,0,
2008,Oct,MEASLES,under 1 year,49,,3,40,28,,26,41,1,7,,129,6,1,8
2008,Oct,MEASLES,above 1year,12,2,1,,5,,,,0,0,,,,1,
2008,Oct,Yellow Fever,under 1 year,0,,,,,,,,0,,,,,0,
2008,Oct,Yellow Fever,above 1year,0,,,,,,,,0,,,,,,
2008,Oct,Fully Immunized child (FIC),under 1 year,49,2,3,40,27,,26,38,1,6,4,129,6,,8
2008,Oct,Fully Immunized child (FIC),above 1year,4,,1,,5,,0,,0,0,,,,,
2008,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,43,8,11,14,29,,26,34,25,17,7,12,5,1,19
2008,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,24,9,2,27,8,,17,18,3,,,25,2,0,
2008,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,11,,4,,6,,6,14,0,,,11,3,5,
2008,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,11,,6,,0,,,11,0,,,3,,6,
2008,Oct,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,6,,,,,,,13,0,,40,3,,43,
2008,Oct,VITAMIN A,"under 1 year(100,000 iu)",51,22,9,,31,,,50,10,5,9,129,19,2,9
2008,Oct,VITAMIN A,"above 1year(200,000 iu)",67,22,4,,12,,,8,12,50,11,,20,10,89
2008,Oct,VITAMIN A,"lactating mothers(200,000 iu)",71,1,4,,12,,,4,1,6,4,,,3,16
2008,Nov,BCG,under 1 year,109,16,,26,4,155,25,42,8,4,,,122,10,0
2008,Nov,BCG,above 1year,,2,,,,2,,,,,,,,,0
2008,Nov,DPT/Hep/B/Hib 1,under 1 year,52,30,,46,6,134,25,60,9,10,11,11,84,19,0
2008,Nov,DPT/Hep/B/Hib 1,above 1year,,,,,,0,,,,,,,,,0
2008,Nov,DPT/Hep/B/Hib 2,under 1 year,48,19,,41,8,116,37,59,9,9,4,4,97,15,0
2008,Nov,DPT/Hep/B/Hib 2,above 1year,,,,,,0,,,,,,,,,0
2008,Nov,DPT/Hep/B/Hib 3,under 1 year,35,24,,45,9,113,25,41,5,8,5,5,76,6,0
2008,Nov,DPT/Hep/B/Hib 3,above 1year,,,,,,0,,,,,,,,,0
2008,Nov,OPV (Birth dose),under 1 year,77,6,,24,1,108,15,10,,4,8,8,132,1,0
2008,Nov,OPV1,under 1 year,52,30,,46,8,136,25,60,9,10,11,11,92,19,0
2008,Nov,OPV1,above 1year,0,,,,,0,,,,,,,,,0
2008,Nov,OPV2,under 1 year,48,19,,41,8,116,37,59,9,9,4,4,107,15,0
2008,Nov,OPV2,above 1year,0,,,,,0,,,,,,,,,0
2008,Nov,OPV3,under 1 year,34,24,,45,9,112,15,45,6,8,5,5,85,6,0
2008,Nov,OPV3,above 1year,,,,,,0,,,,,,,,,0
2008,Nov,MEASLES,under 1 year,33,13,,36,7,89,21,39,7,3,1,1,92,4,0
2008,Nov,MEASLES,above 1year,,,,,,0,,,,,,,,,0
2008,Nov,Yellow Fever,under 1 year,,,,,,0,,,,,,,,,0
2008,Nov,Yellow Fever,above 1year,,,,,,0,,,,,,,,,0
2008,Nov,Fully Immunized child (FIC),under 1 year,33,13,,36,7,89,21,39,8,3,1,1,92,,0
2008,Nov,Fully Immunized child (FIC),above 1year,,,,,,0,,,,,,,,,0
2008,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,18,30,,45,,93,1,38,,16,15,15,36,2,0
2008,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,14,2,,18,,34,,13,,7,5,5,9,3,0
2008,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,13,,,,1,14,29,10,,11,,,11,1,0
2008,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,10,,,,,10,7,7,,,,,11,,0
2008,Nov,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,10,,,,2,12,15,3,,,18,18,5,,0
2008,Nov,VITAMIN A,"under 1 year(100,000 iu)",23,50,,,13,86,,36,,13,19,19,92,8,3
2008,Nov,VITAMIN A,"above 1year(200,000 iu)",34,212,,,6,252,,7,,5,17,17,,5,45
2008,Nov,VITAMIN A,"lactating mothers(200,000 iu)",80,,,,,80,,15,,8,4,4,,,
2008,Dec,BCG,under 1 year,83,20,15,38,16,,25,58,4,23,6,153,11,0,12
2008,Dec,BCG,above 1year,0,0,0,0,0,,0,1,,4,0,0,,0,0
2008,Dec,DPT/Hep/B/Hib 1,under 1 year,62,29,13,34,14,,43,29,7,21,11,74,14,0,15
2008,Dec,DPT/Hep/B/Hib 1,above 1year,0,0,0,0,0,,0,0,,7,0,0,,0,0
2008,Dec,DPT/Hep/B/Hib 2,under 1 year,43,22,7,44,18,,21,32,11,8,7,83,21,0,16
2008,Dec,DPT/Hep/B/Hib 2,above 1year,0,0,0,0,2,,0,0,,4,0,0,,0,0
2008,Dec,DPT/Hep/B/Hib 3,under 1 year,50,19,7,40,10,,32,33,5,3,5,88,10,1,10
2008,Dec,DPT/Hep/B/Hib 3,above 1year,0,0,0,0,2,,0,0,,2,0,0,,0,0
2008,Dec,OPV (Birth dose),under 1 year,71,17,15,23,7,,23,5,4,3,4,153,,0,16
2008,Dec,OPV1,under 1 year,64,29,13,34,9,,43,56,7,23,11,113,14,0,18
2008,Dec,OPV1,above 1year,0,0,0,0,2,,0,0,,6,0,0,,0,0
2008,Dec,OPV2,under 1 year,45,22,7,44,16,,21,64,11,8,7,125,21,0,23
2008,Dec,OPV2,above 1year,0,0,0,0,4,,0,0,,5,0,0,,0,0
2008,Dec,OPV3,under 1 year,49,19,7,40,7,,32,44,5,6,5,136,10,1,19
2008,Dec,OPV3,above 1year,0,0,0,0,2,,0,0,,1,0,0,,0,0
2008,Dec,MEASLES,under 1 year,39,18,6,28,19,,40,41,8,7,5,134,3,0,4
2008,Dec,MEASLES,above 1year,1,,,,4,,,,,2,,,,,
2008,Dec,Yellow Fever,under 1 year,,,,,,,,,,,,,,,
2008,Dec,Yellow Fever,above 1year,,,,,,,,,,,,,,,
2008,Dec,Fully Immunized child (FIC),under 1 year,39,18,6,,19,,40,41,8,6,5,134,,0,4
2008,Dec,Fully Immunized child (FIC),above 1year,1,0,0,,4,,0,0,,5,0,0,,0,
2008,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),1st dose,14,40,3,41,10,,40,15,19,2,12,74,1,1,35
2008,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),2nd dose,19,2,0,10,3,,52,21,8,,8,8,2,0,15
2008,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),3rd dose,16,,3,23,9,,8,14,1,,,6,1,0,6
2008,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),4th dose,7,,2,6,3,,,9,,,,6,,0,10
2008,Dec,Tetanus Toxoid for women of Child bearing age (15-49 Yrs),5th dose,11,,1,12,,,,4,,,,5,,0,3
2008,Dec,VITAMIN A,"under 1 year(100,000 iu)",32,19,3,,79,,64,51,16,,28,134,9,11,11
2008,Dec,VITAMIN A,"above 1year(200,000 iu)",37,46,6,,96,,51,6,9,,3,,6,292,97
2008,Dec,VITAMIN A,"lactating mothers(200,000 iu)",86,15,7,,8,,2,,10,,23,,,0,
,,,,69,,,,,,,,,,28,,,,
