Year,Month,Antigen,Doses,THARAKA DIST HOSP,NKODI DISP,KANYURU DISP,GATUNGA MISSION,KIBUNGA H/C,RUUNGU EAPC DISP,KATHANGACINI DISP,MUKOTHIMA H/C,THANANTU CLINIC,GACIONGO DISP,CHIAKARIGA H/C ,ST. ORSOLA HOSP,MATERI GIRLS ,KAMANYAKI DISP,TUNYAI DISP,
2007,Nov,TT,h)wastage rate in the month=[G/E]x100,39.28571429,91.72413793,0,54.54545455,100,100,54.34782609,1.666666667,,15.38461538,0,78.18181818,0,0,-27.5,
2007,Dec,BCG,a)Doses in stock at the beginning of the month,140,160,160,120,,,160,140,40,,100,560,260,160,200,
2007,Dec,BCG,b)Doses received within the month,260,0,100,220,,,0,200,60,,0,200,0,0,0,
2007,Dec,BCG,c) Total doses stocked in the month=A+B,400,160,260,340,0,0,160,340,100,0,100,760,260,160,200,
2007,Dec,BCG,d)Doses remaining at the end of the month,140,120,60,240,,,80,280,60,,60,500,220,120,160,
2007,Dec,BCG,e)Doses used in the month=C-D,260,40,200,100,0,0,80,60,40,0,40,260,40,40,40,
2007,Dec,BCG,f)Number of children vaccinated during the month,80,11,14,37,,,17,23,4,,4,104,6,3,4,
2007,Dec,BCG,g)Doses wasted in the month=E-F,180,29,186,63,0,0,63,37,36,0,36,156,34,37,36,
2007,Dec,BCG,h)wastage rate in the month=[G/E]x100,69.23076923,72.5,94,63,#DIV/0!,#DIV/0!,78.75,61.66666667,90,#DIV/0!,90,60,85,92.5,90,
2007,Dec,OPV,a)Doses in stock at the beginning of the month,40,220,116,100,,,221,0,79,,40,140,273,244,200,
2007,Dec,OPV,b)Doses received within the month,260,0,100,100,,,0,200,0,,0,200,0,0,0,
2007,Dec,OPV,c) Total doses stocked in the month=A+B,300,220,216,200,0,0,221,200,79,0,40,340,273,244,200,
2007,Dec,OPV,d)Doses remaining at the end of the month,160,140,30,40,,,85,60,60,,20,20,246,223,140,
2007,Dec,OPV,e)Doses used in the mont=C-D,140,80,186,160,0,0,136,140,19,0,20,320,42,21,60,
2007,Dec,OPV,f)Number of children vaccinated during the month,132,64,32,162,,,75,138,18,,16,319,42,21,63,
2007,Dec,OPV,g)Doses wasted in the month=E-F,8,16,154,8,,,61,2,1,,4,1,0,0,3,
2007,Dec,OPV,h)wastage rate in the month=[G/E]x100,5.714285714,20,82.79569892,5,#DIV/0!,0,44.85294118,1.428571429,5.263157895,#DIV/0!,20,0.3125,0,0,5,
2007,Dec,MEASLES,a)Doses in stock at the beginning of the month,30,300,70,310,,,270,130,60,,270,570,260,310,80,
2007,Dec,MEASLES,b)Doses received within the month,170,0,100,0,,,0,100,0,,0,100,0,0,0,
2007,Dec,MEASLES,c) Total doses stocked in the month=A+B,200,300,170,310,0,0,270,230,60,0,270,670,260,310,80,
2007,Dec,MEASLES,d)Doses remaining at the end of the month,9,240,40,230,,,60,170,30,,260,510,240,290,10,
2007,Dec,MEASLES,e)Doses used in the mont=C-D,110,60,130,80,0,0,210,60,30,0,10,160,20,20,70,
2007,Dec,MEASLES,f)Number of children vaccinated during the month,32,16,13,36,,,13,27,8,,1,109,7,2,5,
2007,Dec,MEASLES,g)Doses wasted in the month=E-F,78,44,117,44,0,0,197,33,22,0,9,51,13,18,65,
2007,Dec,MEASLES,h)wastage rate in the month=[G/E]x100,70.90909091,73.33333333,90,90,#DIV/0!,#DIV/0!,93.80952381,55,73.33333333,#DIV/0!,90,31.875,65,90,92.85714286,
2007,Dec,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,164,42,54,220,,,68,410,72,,138,278,125,62,160,
2007,Dec,DPT/HIB/HEP B,b)Doses received within the month,140,100,50,200,,,0,200,48,,0,104,0,0,0,
2007,Dec,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,304,142,104,420,0,0,68,610,120,0,138,382,125,62,160,
2007,Dec,DPT/HIB/HEP B,d)Doses remaining at the end of the month,192,80,16,66,,,6,449,18,,124,144,85,43,90,
2007,Dec,DPT/HIB/HEP B,e)Doses used in the mont=C-D,112,62,88,354,0,0,62,161,102,0,14,238,40,19,70,
2007,Dec,DPT/HIB/HEP B,f)Number of children vaccinated during the month,80,54,47,130,,,60,147,18,,12,205,40,19,63,
2007,Dec,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,32,8,41,224,0,0,2,14,6,0,2,33,0,0,7,
2007,Dec,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,28.57142857,12.90322581,46.59090909,63.27683616,#DIV/0!,#DIV/0!,3.225806452,8.695652174,5.882352941,#DIV/0!,14.28571429,13.86554622,0,0,10,
2007,Dec,TT,a)Doses in stock at the beginning of the month,220,110,30,100,,,90,540,32,,50,378,125,192,140,
2007,Dec,TT,b)Doses received within the month,90,0,100,200,,,0,0,100,,0,0,0,0,0,
2007,Dec,TT,c) Total doses stocked in the month=A+B,310,110,130,300,0,0,90,540,132,0,50,378,125,192,140,
2007,Dec,TT,d)Doses remaining at the end of the month,170,20,0,80,,,0,440,100,,10,240,208,186,100,
2007,Dec,TT,e)Doses used in the mont=C-D,140,90,130,220,0,0,90,100,32,0,40,138,7,6,40,
2007,Dec,TT,f)Number of children vaccinated during the month,100,41,130,160,,,85,87,21,,40,80,7,6,35,
2007,Dec,TT,g)Doses wasted in the month=E-F,40,49,0,60,0,0,5,13,11,0,0,58,0,0,5,
2007,Dec,TT,h)wastage rate in the month=[G/E]x100,28.57142857,54.44444444,0,27.27272727,#DIV/0!,#DIV/0!,5.555555556,13,34.375,#DIV/0!,0,42.02898551,0,0,12.5,
2008,Jan,BCG,a)Doses in stock at the beginning of the month,140,120,60,240,20,,80,240,60,150,60,480,240,120,200,
2008,Jan,BCG,b)Doses received within the month,100,200,100,300,80,,40,0,100,0,0,100,0,0,0,
2008,Jan,BCG,c) Total doses stocked in the month=A+B,240,320,160,540,100,,120,240,160,150,60,580,240,120,200,
2008,Jan,BCG,d)Doses remaining at the end of the month,120,220,90,200,30,,0,180,60,110,20,340,180,40,120,
2008,Jan,BCG,e)Doses used in the month=C-D,120,100,70,280,70,,120,60,100,40,40,240,60,80,80,
2008,Jan,BCG,f)Number of children vaccinated during the month,97,25,23,42,30,,18,60,9,36,2,121,17,8,11,
2008,Jan,BCG,g)Doses wasted in the month=E-F,23,75,47,235,40,,102,0,91,4,38,119,43,72,69,
2008,Jan,BCG,h)wastage rate in the month=[G/E]x100,19.10%,75%,7%,85%,57%,,85%,0%,91%,10%,95%,49.50%,86%,90%,86.25%,
2008,Jan,OPV,a)Doses in stock at the beginning of the month,160,140,30,40,100,,85,240,55,40,0,200,195,223,160,
2008,Jan,OPV,b)Doses received within the month,220,300,100,300,0,,100,0,60,200,100,400,0,0,0,
2008,Jan,OPV,c) Total doses stocked in the month=A+B,380,440,130,340,100,,180,240,115,240,100,600,195,223,160,
2008,Jan,OPV,d)Doses remaining at the end of the month,180,320,70,100,39,,100,120,85,160,80,280,155,213,40,
2008,Jan,OPV,e)Doses used in the mont=C-D,200,120,64,240,50,,80,120,30,80,20,320,40,11,120,
2008,Jan,OPV,f)Number of children vaccinated during the month,194,84,63,198,39,,79,120,22,60,19,283,40,11,70,
2008,Jan,OPV,g)Doses wasted in the month=E-F,6,36,1,42,20,,1,0,8,20,1,37,0,0,50,
2008,Jan,OPV,h)wastage rate in the month=[G/E]x100,3%,20%,1.60%,17.50%,40%,,1.30%,0%,26%,25%,5%,11.56%,0%,0%,41.66%,
2008,Jan,MEASLES,a)Doses in stock at the beginning of the month,90,240,40,230,100,,60,750,20,20,240,600,260,290,0,
2008,Jan,MEASLES,b)Doses received within the month,200,0,100,300,0,,50,0,100,180,0,400,0,0,100,
2008,Jan,MEASLES,c) Total doses stocked in the month=A+B,290,240,140,530,100,,110,750,120,200,240,1000,260,290,100,
2008,Jan,MEASLES,d)Doses remaining at the end of the month,110,190,60,470,60,,50,640,80,190,230,240,200,280,40,
2008,Jan,MEASLES,e)Doses used in the mont=C-D,180,50,80,60,40,,60,110,40,40,10,760,60,10,60,
2008,Jan,MEASLES,f)Number of children vaccinated during the month,32,25,16,39,31,,15,62,4,37,1,138,21,1,6,
2008,Jan,MEASLES,g)Doses wasted in the month=E-F,148,25,64,21,9,,45,48,36,3,9,622,29,9,54,
2008,Jan,MEASLES,h)wastage rate in the month=[G/E]x100,82.20%,50%,90%,35%,22%,,75%,43%,90%,7.50%,90%,81.80%,58%,90%,90%,
2008,Jan,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,192,80,16,266,106,,6,526,42,80,116,516,85,43,90,
2008,Jan,DPT/HIB/HEP B,b)Doses received within the month,140,400,40,200,0,,100,200,0,200,0,0,0,0,40,
2008,Jan,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,332,480,56,466,106,,106,726,42,280,116,516,85,43,130,
2008,Jan,DPT/HIB/HEP B,d)Doses remaining at the end of the month,218,414,0,230,34,,32,300,18,212,98,220,42,32,64,
2008,Jan,DPT/HIB/HEP B,e)Doses used in the mont=C-D,114,76,56,236,72,,74,426,24,68,18,296,43,11,66,
2008,Jan,DPT/HIB/HEP B,f)Number of children vaccinated during the month,109,66,55,153,0,,67,201,22,68,17,291,43,11,61,
2008,Jan,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,5,10,1,73,0,,7,225,2,0,1,5,0,0,5,
2008,Jan,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,4.38%,13%,2%,30%,0%,,9.50%,52%,8%,0%,5.60%,1.68%,0%,0%,7.57%,
2008,Jan,TT,a)Doses in stock at the beginning of the month,170,20,0,100,300,,0,230,48,20,0,240,202,186,160,
2008,Jan,TT,b)Doses received within the month,200,400,100,200,0,,40,0,0,110,100,200,0,0,100,
2008,Jan,TT,c) Total doses stocked in the month=A+B,370,420,100,300,300,,40,230,48,130,100,440,202,186,260,
2008,Jan,TT,d)Doses remaining at the end of the month,80,330,0,100,62,,0,170,24,110,60,300,192,174,160,
2008,Jan,TT,e)Doses used in the mont=C-D,290,90,100,200,238,,40,60,24,20,40,140,10,12,100,
2008,Jan,TT,f)Number of children vaccinated during the month,220,38,100,123,38,,33,60,22,19,32,84,10,12,29,
2008,Jan,TT,g)Doses wasted in the month=E-F,70,52,0,77,200,,7,0,2,1,8,56,0,0,71,
2008,Jan,TT,h)wastage rate in the month=[G/E]x100,24%,58%,0%,38.50%,84%,,18%,0%,8%,5%,20%,40%,0%,0%,71%,
2008,Feb,BCG,a)Doses in stock at the beginning of the month,120,220,90,320,60,,0,,,0,80,340,,40,80,
2008,Feb,BCG,b)Doses received within the month,580,0,100,100,100,,100,,,60,100,200,,180,100,
2008,Feb,BCG,c) Total doses stocked in the month=A+B,700,220,190,420,160,0,100,0,0,60,180,540,0,220,180,
2008,Feb,BCG,d)Doses remaining at the end of the month,340,200,70,340,100,,0,,,40,140,200,,120,40,
2008,Feb,BCG,e)Doses used in the month=C-D,360,20,120,80,60,0,100,0,0,20,40,340,0,100,140,
2008,Feb,BCG,f)Number of children vaccinated during the month,72,5,15,26,26,,33,,,17,2,147,,9,7,
2008,Feb,BCG,g)Doses wasted in the month=E-F,288,15,105,54,34,0,67,0,0,3,38,193,0,91,133,
2008,Feb,BCG,h)wastage rate in the month=[G/E]x100,80,75,87.5,67.5,56.66666667,,67,#DIV/0!,#DIV/0!,15,95,56.76470588,#DIV/0!,91,95,
2008,Feb,OPV,a)Doses in stock at the beginning of the month,180,320,70,100,60,,100,,,0,80,280,,213,40,
2008,Feb,OPV,b)Doses received within the month,200,0,100,100,100,,100,,,100,0,200,,0,100,
2008,Feb,OPV,c) Total doses stocked in the month=A+B,380,320,170,200,160,0,200,0,0,100,80,480,0,213,140,
2008,Feb,OPV,d)Doses remaining at the end of the month,200,240,0,160,80,,84,,,40,40,20,,200,100,
2008,Feb,OPV,e)Doses used in the mont=C-D,180,80,170,40,80,0,116,0,0,60,40,460,0,13,40,
2008,Feb,OPV,f)Number of children vaccinated during the month,175,57,0,165,71,,105,,,57,15,424,,13,46,
2008,Feb,OPV,g)Doses wasted in the month=E-F,5,23,170,-125,9,0,11,0,0,3,25,36,0,0,-6,
2008,Feb,OPV,h)wastage rate in the month=[G/E]x100,2.777777778,28.75,100,-312.5,11.25,#DIV/0!,9.482758621,#DIV/0!,#DIV/0!,5,62.5,7.826086957,#DIV/0!,0,-15,
2008,Feb,MEASLES,a)Doses in stock at the beginning of the month,110,190,60,470,60,,50,,,0,0,550,,280,30,
2008,Feb,MEASLES,b)Doses received within the month,150,0,100,0,100,,100,,,140,200,100,,0,40,
2008,Feb,MEASLES,c) Total doses stocked in the month=A+B,260,190,160,470,160,0,150,0,0,140,200,650,0,280,70,
2008,Feb,MEASLES,d)Doses remaining at the end of the month,70,150,80,340,100,,80,,,120,180,110,,240,10,
2008,Feb,MEASLES,e)Doses used in the mont=C-D,190,40,80,130,60,0,70,0,0,20,20,540,0,40,60,
2008,Feb,MEASLES,f)Number of children vaccinated during the month,41,11,21,38,26,,15,,,16,5,130,,2,6,
2008,Feb,MEASLES,g)Doses wasted in the month=E-F,149,29,59,92,34,0,55,0,0,4,15,410,0,38,54,
2008,Feb,MEASLES,h)wastage rate in the month=[G/E]x100,78.42105263,72.5,73.75,70.76923077,56.66666667,#DIV/0!,78.57142857,#DIV/0!,#DIV/0!,20,75,75.92592593,#DIV/0!,95,90,
2008,Feb,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,218,310,0,230,112,,32,,,0,98,220,,32,90,
2008,Feb,DPT/HIB/HEP B,b)Doses received within the month,0,0,100,100,100,,100,,,100,0,200,,34,50,
2008,Feb,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,218,310,100,330,212,0,132,0,0,100,98,420,0,66,140,
2008,Feb,DPT/HIB/HEP B,d)Doses remaining at the end of the month,104,244,14,190,84,,30,,,56,68,124,,86,56,
2008,Feb,DPT/HIB/HEP B,e)Doses used in the mont=C-D,114,66,86,140,128,0,102,0,0,44,30,296,0,-20,84,
2008,Feb,DPT/HIB/HEP B,f)Number of children vaccinated during the month,112,57,71,139,77,,94,,,44,15,277,,18,44,
2008,Feb,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,2,9,15,1,51,0,8,0,0,0,15,19,0,-38,40,
2008,Feb,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,1.754385965,13.63636364,17.44186047,0.714285714,39.84375,#DIV/0!,7.843137255,#DIV/0!,#DIV/0!,0,50,6.418918919,#DIV/0!,190,47.61904762,
2008,Feb,TT,a)Doses in stock at the beginning of the month,80,330,0,100,200,,0,,,0,60,240,,174,140,
2008,Feb,TT,b)Doses received within the month,400,0,50,200,0,,100,,,80,200,100,,0,100,
2008,Feb,TT,c) Total doses stocked in the month=A+B,480,330,50,300,200,0,100,0,0,80,260,340,0,174,240,
2008,Feb,TT,d)Doses remaining at the end of the month,258,270,0,60,112,,0,,,67,180,250,,150,150,
2008,Feb,TT,e)Doses used in the mont=C-D,222,60,50,240,88,0,100,0,0,13,80,90,0,24,90,
2008,Feb,TT,f)Number of children vaccinated during the month,11,36,50,132,50,,35,,,13,80,90,,5,0,
2008,Feb,TT,g)Doses wasted in the month=E-F,211,24,0,108,38,0,65,0,0,0,0,0,0,19,90,
2008,Feb,TT,h)wastage rate in the month=[G/E]x100,95.04504505,40,0,45,43.18181818,#DIV/0!,65,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,79.16666667,100,
2008,Mar,BCG,a)Doses in stock at the beginning of the month,340,200,70,340,100,,100,260,120,40,140,100,160,120,140,
2008,Mar,BCG,b)Doses received within the month,160,0,200,100,0,,0,100,0,80,100,400,0,0,100,
2008,Mar,BCG,c) Total doses stocked in the month=A+B,500,200,270,440,100,0,100,360,120,120,240,500,160,120,240,
2008,Mar,BCG,d)Doses remaining at the end of the month,,120,70,280,60,,20,300,120,70,180,300,100,80,180,
2008,Mar,BCG,e)Doses used in the month=C-D,500,80,200,160,40,0,80,60,0,50,60,200,60,40,60,
2008,Mar,BCG,f)Number of children vaccinated during the month,,11,8,51,11,,24,58,0,12,4,104,11,6,9,
2008,Mar,BCG,g)Doses wasted in the month=E-F,500,69,192,109,29,0,56,2,0,38,56,96,49,34,51,
2008,Mar,BCG,h)wastage rate in the month=[G/E]x100,100,86.25,96,68.125,72.5,#DIV/0!,70,3.333333333,#DIV/0!,76,93.33333333,48,81.66666667,85,85,
2008,Mar,OPV,a)Doses in stock at the beginning of the month,,240,80,180,200,,184,0,153,20,40,0,100,120,100,
2008,Mar,OPV,b)Doses received within the month,,0,100,160,0,,0,200,0,60,100,500,60,0,80,
2008,Mar,OPV,c) Total doses stocked in the month=A+B,0,240,180,340,200,0,184,200,153,80,140,500,160,120,180,
2008,Mar,OPV,d)Doses remaining at the end of the month,,150,100,140,60,,91,20,125,40,100,60,112,80,140,
2008,Mar,OPV,e)Doses used in the mont=C-D,0,90,80,200,140,0,93,180,28,40,40,440,48,40,40,
2008,Mar,OPV,f)Number of children vaccinated during the month,,45,80,196,105,,88,157,12,59,23,397,42,19,30,
2008,Mar,OPV,g)Doses wasted in the month=E-F,0,45,0,4,35,0,5,23,16,-19,17,43,6,21,10,
2008,Mar,OPV,h)wastage rate in the month=[G/E]x100,#DIV/0!,50,0,2,25,#DIV/0!,5.376344086,12.77777778,57.14285714,-47.5,42.5,9.772727273,12.5,52.5,25,
2008,Mar,MEASLES,a)Doses in stock at the beginning of the month,,150,80,340,100,,180,350,40,100,170,210,160,240,10,
2008,Mar,MEASLES,b)Doses received within the month,,0,100,0,0,,0,0,0,50,100,260,0,0,60,
2008,Mar,MEASLES,c) Total doses stocked in the month=A+B,0,150,180,340,100,0,180,350,40,150,270,470,160,240,70,
2008,Mar,MEASLES,d)Doses remaining at the end of the month,,100,120,290,70,,140,270,0,120,120,270,130,240,60,
2008,Mar,MEASLES,e)Doses used in the mont=C-D,0,50,60,50,30,0,40,80,40,30,50,200,30,0,10,
2008,Mar,MEASLES,f)Number of children vaccinated during the month,,15,18,23,19,,10,46,15,9,7,124,8,0,4,
2008,Mar,MEASLES,g)Doses wasted in the month=E-F,0,35,42,27,11,0,30,34,25,21,43,76,22,0,6,
2008,Mar,MEASLES,h)wastage rate in the month=[G/E]x100,#DIV/0!,70,70,54,36.66666667,#DIV/0!,75,42.5,62.5,70,86,38,73.33333333,#DIV/0!,60,
2008,Mar,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,,244,14,190,108,,130,494,52,62,88,116,88,86,56,
2008,Mar,DPT/HIB/HEP B,b)Doses received within the month,,0,100,150,0,,0,200,0,70,0,400,0,0,60,
2008,Mar,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,0,244,114,340,108,0,130,694,52,132,88,516,88,86,116,
2008,Mar,DPT/HIB/HEP B,d)Doses remaining at the end of the month,,196,40,86,10,,64,444,42,72,62,188,58,68,62,
2008,Mar,DPT/HIB/HEP B,e)Doses used in the mont=C-D,0,48,74,254,98,0,66,250,10,60,26,328,30,18,54,
2008,Mar,DPT/HIB/HEP B,f)Number of children vaccinated during the month,,48,76,165,95,,65,157,12,53,19,310,40,18,27,
2008,Mar,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,0,0,-2,89,3,0,1,93,-2,7,7,18,-10,0,27,
2008,Mar,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,#DIV/0!,0,-2.702702703,35.03937008,3.06122449,#DIV/0!,1.515151515,37.2,-20,11.66666667,26.92307692,5.487804878,-33.33333333,0,50,
2008,Mar,TT,a)Doses in stock at the beginning of the month,,27,0,60,60,,100,200,92,60,170,350,183,162,150,
2008,Mar,TT,b)Doses received within the month,,100,100,200,0,,0,0,0,40,100,0,0,0,100,
2008,Mar,TT,c) Total doses stocked in the month=A+B,0,127,100,260,60,0,100,200,92,100,270,350,183,162,250,
2008,Mar,TT,d)Doses remaining at the end of the month,,80,86,160,0,,43,100,71,70,230,140,156,148,200,
2008,Mar,TT,e)Doses used in the mont=C-D,0,47,14,100,60,0,57,100,21,30,40,210,27,14,50,
2008,Mar,TT,f)Number of children vaccinated during the month,,39,14,68,48,,56,84,21,17,37,75,26,14,42,
2008,Mar,TT,g)Doses wasted in the month=E-F,0,8,0,32,12,0,1,16,0,13,3,135,1,0,8,
2008,Mar,TT,h)wastage rate in the month=[G/E]x100,#DIV/0!,17.0212766,0,32,20,#DIV/0!,1.754385965,16,0,43.33333333,7.5,64.28571429,3.703703704,0,16,
2008,Apr,BCG,a)Doses in stock at the beginning of the month,160,120,60,280,,,20,300,120,0,180,188,100,80,160,
2008,Apr,BCG,b)Doses received within the month,360,0,200,100,,,100,60,0,100,0,200,0,,0,
2008,Apr,BCG,c) Total doses stocked in the month=A+B,520,120,260,380,,,120,360,120,100,180,388,100,80,160,
2008,Apr,BCG,d)Doses remaining at the end of the month,140,60,200,240,,,20,260,100,40,40,140,20,20,120,
2008,Apr,BCG,e)Doses used in the month=C-D,380,60,60,140,,,100,100,20,60,140,248,80,60,40,
2008,Apr,BCG,f)Number of children vaccinated during the month,94,9,6,26,16,,32,59,2,30,7,119,16,2,7,
2008,Apr,BCG,g)Doses wasted in the month=E-F,286,51,54,114,,,68,41,18,30,33,129,64,58,23,
2008,Apr,BCG,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Apr,OPV,a)Doses in stock at the beginning of the month,40,100,100,140,,,73,30,125,20,120,20,112,80,100,
2008,Apr,OPV,b)Doses received within the month,200,0,200,200,,,100,200,0,200,0,500,0,,0,
2008,Apr,OPV,c) Total doses stocked in the month=A+B,240,100,300,340,,,173,230,125,220,120,520,112,80,100,
2008,Apr,OPV,d)Doses remaining at the end of the month,40,60,220,160,,,82,40,105,100,80,140,60,62,20,
2008,Apr,OPV,e)Doses used in the mont=C-D,200,40,80,180,,,91,190,20,120,40,380,52,18,80,
2008,Apr,OPV,f)Number of children vaccinated during the month,192,38,52,157,75,,80,183,16,85,32,317,52,18,29,
2008,Apr,OPV,g)Doses wasted in the month=E-F,8,2,28,23,,,11,7,4,35,8,63,0,0,51,
2008,Apr,OPV,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Apr,MEASLES,a)Doses in stock at the beginning of the month,30,100,120,290,,,150,190,0,90,210,270,130,240,50,
2008,Apr,MEASLES,b)Doses received within the month,210,0,100,0,,,0,0,100,50,0,300,0,0,0,
2008,Apr,MEASLES,c) Total doses stocked in the month=A+B,240,100,220,290,,,150,190,100,140,270,570,130,240,50,
2008,Apr,MEASLES,d)Doses remaining at the end of the month,80,70,170,200,,,100,130,80,90,140,350,120,230,10,
2008,Apr,MEASLES,e)Doses used in the mont=C-D,160,30,50,90,,,50,60,20,50,70,220,10,10,40,
2008,Apr,MEASLES,f)Number of children vaccinated during the month,38,11,12,44,22,,23,39,5,22,7,99,3,1,7,
2008,Apr,MEASLES,g)Doses wasted in the month=E-F,122,29,38,46,,,27,21,15,28,63,121,7,9,33,
2008,Apr,MEASLES,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Apr,DPT/HIB/HEP B,a)Doses in stock at the beginning of the month,186,110,40,86,,,64,620,42,68,62,188,58,68,56,
2008,Apr,DPT/HIB/HEP B,b)Doses received within the month,,0,200,100,,,100,0,0,128,0,200,54,0,0,
2008,Apr,DPT/HIB/HEP B,c) Total doses stocked in the month=A+B,186,110,240,186,,,164,620,42,196,62,388,112,68,56,
2008,Apr,DPT/HIB/HEP B,d)Doses remaining at the end of the month,84,66,198,50,,,67,418,28,140,34,43,72,50,28,
2008,Apr,DPT/HIB/HEP B,e)Doses used in the mont=C-D,102,44,42,136,,,97,212,14,76,28,345,40,18,28,
2008,Apr,DPT/HIB/HEP B,f)Number of children vaccinated during the month,101,42,42,132,88,,86,205,16,64,27,210,37,18,27,
2008,Apr,DPT/HIB/HEP B,g)Doses wasted in the month=E-F,1,2,0,4,,,11,7,2,12,1,135,3,0,1,
2008,Apr,DPT/HIB/HEP B,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,Apr,TT,a)Doses in stock at the beginning of the month,200,80,40,60,,,43,250,71,80,220,140,156,148,150,
2008,Apr,TT,b)Doses received within the month,100,0,100,200,,,100,100,0,0,0,0,0,0,0,
2008,Apr,TT,c) Total doses stocked in the month=A+B,300,80,140,260,,,143,350,71,80,220,140,156,148,150,
2008,Apr,TT,d)Doses remaining at the end of the month,90,50,120,162,,,77,160,43,70,180,40,146,135,140,
2008,Apr,TT,e)Doses used in the mont=C-D,210,30,20,98,,,76,90,28,3,40,100,10,13,1,
2008,Apr,TT,f)Number of children vaccinated during the month,209,27,11,97,36,,75,53,14,3,38,77,10,13,20,
2008,Apr,TT,g)Doses wasted in the month=E-F,1,3,9,1,,,1,37,14,7,2,23,0,0,0,
2008,Apr,TT,h)wastage rate in the month=[G/E]x100,,,,,,,,,,,,,,,,
2008,May,BCG,a)Doses in stock at the beginning of the month,140,120,200,240,,,,220,100,0,120,140,40,20,20,#REF!
2008,May,BCG,b)Doses received within the month,260,0,0,300,,,,0,0,100,,200,200,0,,#REF!
2008,May,BCG,c) Total doses stocked in the month=A+B,400,120,200,540,,,,220,100,100,120,340,240,20,20,#REF!
2008,May,BCG,d)Doses remaining at the end of the month,140,60,60,140,,,,160,80,100,20,40,204,0,,#REF!
2008,May,BCG,e)Doses used in the month=C-D,260,60,140,400,,,,60,20,0,100,300,36,20,20,#REF!
2008,May,BCG,f)Number of children vaccinated during the month,72,10,16,35,,,,49,4,0,9,143,36,4,4,#REF!
2008,May,BCG,g)Doses wasted in the month=E-F,188,50,124,365,,,,11,16,0,91,157,0,16,16,#REF!
2008,May,BCG,h)wastage rate in the month=[G/E]x100,,83.33333333,88.57142857,91.25,#DIV/0!,#DIV/0!,#DIV/0!,18.33333333,80,#DIV/0!,91,52.33333333,0,80,80,#REF!
2008,May,OPV,a)Doses in stock at the beginning of the month,40,60,220,160,,,,0,90,40,80,140,10,62,62,#REF!
2008,May,OPV,b)Doses received within the month,400,200,0,200,,,,200,0,100,0,600,100,0,,#REF!
2008,May,OPV,c) Total doses stocked in the month=A+B,440,260,220,360,,,,200,90,140,80,740,110,62,62,#REF!
2008,May,OPV,d)Doses remaining at the end of the month,220,200,100,140,,,,0,65,140,60,220,90,43,43,#REF!
2008,May,OPV,e)Doses used in the mont=C-D,220,60,120,220,,,,200,25,120,20,520,20,19,19,#REF!
2008,May,OPV,f)Number of children vaccinated during the month,154,44,115,187,,,,200,14,104,21,396,11,19,19,#REF!
2008,May,OPV,g)Doses wasted in the month=E-F,66,16,5,33,,,,0,11,16,1,124,9,0,0,#REF!
2008,May,OPV,h)wastage rate in the month=[G/E]x100,,26.66666667,4.166666667,15,#DIV/0!,#DIV/0!,#DIV/0!,0,44,13.33333333,5,23.84615385,45,0,0,#REF!
2008,May,MEASLES,a)Doses in stock at the beginning of the month,80,70,170,200,,,,120,80,30,130,350,72,230,230,#REF!
2008,May,MEASLES,b)Doses received within the month,160,100,0,100,,,,100,0,50,0,500,100,0,,#REF!
2008,May,MEASLES,c) Total doses stocked in the month=A+B,240,170,170,300,,,,220,80,80,130,850,172,230,230,#REF!
2008,May,MEASLES,d)Doses remaining at the end of the month,80,110,60,210,,,,170,40,70,90,560,124,190,190,#REF!
2008,May,MEASLES,e)Doses used in the mont=C-D,160,60,110,90,,,,50,40,40,40,290,48,40,40,#REF!
2008,May,MEASLES,f)Number of children vaccinated during the month,45,13,26,52,,,,37,15,25,4,131,36,5,5,#REF!
2008,May,MEASLES,g)Doses wasted in the month=E-F,115,47,84,38,,,,13,25,15,36,160,12,35,35,#REF!
