Month,DISEASES,THARAKA DIST HOSP,RUUNGU DISP MISSION,NKONDI DISP GOK,JOSAN DISP PRIVATE,GATUNGA DISP MISSION,KIBUNGA H/C,KANYURU DISP GOK,SUB-TOTAL,KATHANGACINI DISP,MUKOTHIMA HC MISSION,KAGENI DISP PRIVATE,GACIONGO DISP GOK,THANANTU DISP NGO,SUB-TOTAL,CHIAKARIGA HC GOK,ST ORSOLA HOSP MISSION,TUNYAI DISP GOK,MATERI GIRLS DISP MISSION,KAMANYAKI DISP GOK,SUB-TOTAL,GRAND TOTAL,
OCT,All other diseases,185,0,153,,70,141,104,653,4,114,11,86,20,235,98,417,,14,3,532,1420,
OCT,TOTAL NEW CASES,1592,0,1977,249,723,772,1361,6674,586,651,508,1020,228,2993,2177,1579,0,338,978,5072,14739,
OCT,Re-attendances(Re-visits),396,0,449,70,156,0,463,1534,105,156,100,7,0,368,553,187,0,6,220,966,2868,
OCT,REFERRALS,0,0,0,0,0,0,0,0,25,0,2,2,0,29,2,0,0,0,5,7,36,
OCT,No. of first Attendances,1083,0,650,130,313,0,456,2632,552,310,330,,170,1362,808,1223,0,0,395,2426,6420,
OCT,Avrage dis. per Attendance,1,#DIV/0!,2,1,2,#DIV/0!,1,2,1,1,1,146,1,2,2,1,#DIV/0!,56,2,1,2,
NOV,Diarhoheal Diseases,40,0,17,11,7,34,5,114,13,108,5,84,0,210,99,22,36,4,0,161,485,
NOV,Tuberculosis,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,2,0,0,0,2,7,
NOV,Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Whoopng Cough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Tetenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Poliomyelitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,chicken Pox,3,0,5,,2,2,5,17,0,0,1,1,0,2,2,0,2,,1,5,24,
NOV,Measles,8,0,0,0,0,14,,22,0,0,2,0,0,2,0,0,0,0,2,2,26,
NOV,Infections Hepatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Mumps,,0,15,8,0,0,2,25,6,0,2,7,,15,11,0,11,,15,37,77,
NOV,Malaria,472,0,621,70,214,522,470,2369,154,131,169,442,99,995,928,260,516,129,353,2186,5550,
NOV,Gonorrhea,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,1,0,0,0,5,9,
NOV,Urinary Tract Infections,7,0,8,7,13,16,10,61,3,0,13,0,0,16,12,22,4,3,6,47,124,
NOV,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Intestinal Worms,35,0,181,12,79,117,140,564,49,12,20,134,28,243,179,122,62,16,103,482,1289,
NOV,Malnutrition,,0,0,0,0,2,0,2,5,0,0,0,0,5,0,0,0,0,0,0,7,
NOV,Anaemia,,0,0,0,0,,0,0,2,29,0,0,0,31,0,1,14,0,0,15,46,
NOV,Eye Infections,33,0,20,3,9,25,4,94,29,0,2,5,3,39,21,17,19,8,3,68,201,
NOV,Cataract,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,
NOV,ear infectins,38,0,15,7,14,28,14,116,9,2,3,36,5,55,41,33,20,6,1,101,272,
NOV,Dis. Of circulatory systems,3,0,,,,21,,24,0,0,0,0,0,0,2,0,0,0,0,2,26,
NOV,Dis of Respiratory systems,471,0,348,66,85,345,261,1576,160,0,41,300,28,529,368,170,253,85,107,983,3088,
NOV,Pneumonia,25,0,3,2,,27,0,57,22,52,8,0,7,89,69,21,51,0,0,141,287,
NOV,Abortion,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,1,0,0,1,2,5,
NOV,Dis. Of peuperium & child birth,0,0,0,0,,1,0,1,0,0,0,0,0,0,3,0,13,0,2,18,19,
NOV,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
NOV,Dis. Of blood & blood forming organs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
NOV,mental Disorders,4,0,,,2,4,,10,1,0,1,1,0,3,0,1,2,0,0,3,16,
NOV,Dental disorders,3,0,8,5,14,12,7,49,9,,12,6,3,30,3,23,9,0,12,47,126,
NOV,Dis. Of the skin,59,0,66,18,141,23,13,320,2,1,23,24,5,55,107,75,66,25,48,321,696,
NOV,Rheumatisim,53,0,50,12,21,38,52,226,23,92,21,,9,145,69,13,65,16,26,189,560,
NOV,Congential Anomalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Pyrexia of unknown origin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,
NOV,Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Accidents ( fructures & Burns),11,0,29,11,11,16,13,91,4,0,15,15,1,35,37,47,36,8,31,159,285,
NOV,Typhoid ,12,0,0,0,0,25,0,37,2,0,23,3,0,28,0,0,3,0,1,4,69,
NOV,Amebiasis,,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,81,0,0,81,96,
NOV,Diabetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Epilepsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Assault,35,0,0,0,0,1,0,36,2,0,0,0,0,2,15,0,0,0,0,15,53,
NOV,Snake bite,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,Other bites,9,0,0,0,0,5,0,14,1,0,1,0,0,2,0,0,7,0,1,8,24,
NOV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NOV,All other diseases,172,,88,3,40,194,67,564,31,,13,88,11,143,113,264,1,39,5,422,1129,
NOV,TOTAL NEW CASES,1493,0,1474,235,653,1479,1063,6397,528,427,394,1146,199,2694,2084,1097,1271,339,718,5509,14600,
NOV,Re-attendances(Re-visits),302,0,414,58,220,416,432,1842,57,35,89,0,0,181,510,99,356,20,173,1158,3181,
NOV,REFERRALS,1,0,0,0,0,11,,12,1,0,0,0,0,1,7,0,5,0,4,16,29,
NOV,No. of first Attendances,792,0,438,115,569,620,346,2880,424,360,259,0,149,1192,646,1011,690,0,320,2667,6739,
NOV,Avrage dis. per Attendance,1,#DIV/0!,2,1,1,1,1,1,1,1,1,#DIV/0!,1,2,2,1,1,17,1,1,1,
DEC,Diarhoheal Diseases,22,0,2,10,15,29,0,78,0,45,10,0,6,61,36,14,20,2,5,77,216,
DEC,Tuberculosis,0,0,0,0,0,5,0,5,0,0,0,0,0,0,,2,0,0,1,3,8,
DEC,Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Whoopng Cough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Tetenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Poliomyelitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,chicken Pox,1,0,,0,0,2,1,4,0,0,1,1,0,2,0,0,0,0,2,2,8,
DEC,Measles,7,0,3,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,
DEC,Infections Hepatitis,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Mumps,0,0,10,17,,1,7,35,0,0,3,4,0,7,7,0,2,0,0,9,51,
DEC,Malaria,427,0,228,96,175,439,224,1589,0,117,214,446,60,837,891,207,295,49,309,1751,4177,
DEC,Gonorrhea,0,0,1,0,0,0,0,1,0,4,0,0,0,4,0,1,1,0,0,2,7,
DEC,Urinary Tract Infections,12,0,2,5,2,10,12,43,0,11,11,5,2,29,15,20,1,0,4,40,112,
DEC,Bilharzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,
DEC,Intestinal Worms,36,,84,17,56,0,55,248,0,33,25,66,16,140,148,110,52,4,114,428,816,
DEC,Malnutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,
DEC,Anaemia,0,0,0,0,0,1,0,1,0,7,0,0,0,7,1,,21,0,0,22,30,
DEC,Eye Infections,7,0,7,8,3,17,1,43,0,16,2,14,2,34,6,10,7,0,9,32,109,
DEC,Cataract,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,
DEC,ear infectins,25,,3,7,11,22,8,76,0,8,7,24,2,41,47,25,21,0,9,102,219,
DEC,Dis. Of circulatory systems,0,0,0,0,0,32,,32,0,0,0,0,0,0,0,0,0,0,2,2,34,
DEC,Dis of Respiratory systems,369,0,109,63,60,280,113,994,0,63,50,129,28,270,460,214,132,6,127,939,2203,
DEC,Pneumonia,10,0,1,5,,21,0,37,0,19,5,2,7,33,26,11,56,0,2,95,165,
DEC,Abortion,1,0,0,0,0,4,0,5,0,0,1,0,0,1,0,6,0,0,3,9,15,
DEC,Dis. Of peuperium & child birth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,
DEC,Neoplasms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Dis. Of blood & blood forming organs,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,
DEC,mental Disorders,1,0,0,0,0,3,0,4,0,0,0,0,0,0,1,4,0,0,0,5,9,
DEC,Dental disorders,6,0,0,3,1,4,1,15,0,0,8,9,1,18,2,18,0,1,17,38,71,
DEC,Dis. Of the skin,85,0,43,24,42,31,3,228,0,3,38,47,9,97,132,94,70,6,55,357,682,
DEC,Rheumatisim,58,0,34,12,10,32,37,183,0,8,44,47,6,105,33,3,48,1,36,121,409,
DEC,Congential Anomalis,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,
DEC,Pyrexia of unknown origin,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,5,6,
DEC,Poisoning,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,
DEC,Accidents ( fructures & Burns),15,0,14,16,1,19,3,68,0,,9,4,4,17,23,38,14,0,3,78,163,
DEC,Typhoid ,15,0,0,0,0,35,0,50,0,8,45,0,0,53,0,0,2,0,0,2,105,
DEC,Amebiasis,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,17,0,0,17,71,
DEC,Diabetes,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,,0,0,0,7,
DEC,Epilepsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,SYPHILIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,HIV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Assault,37,0,0,0,0,2,0,39,0,0,0,0,0,0,21,0,0,0,0,21,60,
DEC,Snake bite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,Other bites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,
DEC,Dog bite,10,0,0,0,5,1,0,16,0,0,0,0,0,0,0,0,0,0,2,2,18,
DEC,BRUCELLOSIS,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,1,4,
DEC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEC,All other diseases,213,,40,12,39,145,59,508,,75,13,41,8,137,63,22,5,11,0,101,746,
DEC,TOTAL NEW CASES,1361,0,581,296,422,1142,524,4326,0,420,549,839,151,1959,1919,799,773,80,701,4272,10557,
DEC,Re-attendances(Re-visits),345,0,126,72,133,0,255,931,0,82,153,1,0,236,521,106,161,2,147,937,2104,
DEC,REFERRALS,2,0,0,0,0,0,0,2,0,0,1,2,0,3,6,0,0,0,3,9,14,
DEC,No. of first Attendances,969,0,204,176,234,0,184,1767,0,374,330,0,97,801,738,805,395,0,282,2220,4788,
DEC,Avrage dis. per Attendance,1,#DIV/0!,2,1,1,#DIV/0!,1,2,#DIV/0!,1,1,839,2,2,2,1,1,40,2,1,2,
