Month,DISEASES,THARAKA DIST HOSP,NKONDI DISP GOK,JOSAN DISP PRIVATE,GATUNGA DISP MISSION,KIBUNGA H/C,SUNSHINE CLINIC,KANYURU DISP GOK,SUB-TOTAL,KATHANGACINI DISP,MUKOTHIMA HC MISSION,KAGENI DISP PRIVATE,GACIONGO DISP GOK,KAMWATHU,MUGAS CLINIC,THANANTU DISP NGO,SUB-TOTAL,CHIAKARIGA HC GOK,ST ORSOLA HOSP MISSION,TUNYAI DISP GOK,MATERI GIRLS DISP MISSION,KAMANYAKI DISP GOK,SUB-TOTAL,GRAND TOTAL,
NOV,Measles,1,,,,,0,,1,,,,,,0,,0,,,,,,0,1,
NOV,Infections Hepatitis,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Mumps,1,8,,,2,0,4,15,,,,3,,0,,3,1,,,,,1,19,
NOV,Malaria,611,323,52,174,242,0,394,1796,110,90,139,498,128,0,96,1061,528,222,307,146,261,1464,4321,
NOV,Gonorrhea,,,,,,0,,0,,1,,2,,0,,3,,2,,,1,3,6,
NOV,Urinary Tract Infections,28,1,2,30,7,0,8,76,19,9,9,5,,0,3,45,14,27,1,,,42,163,
NOV,Bilharzia,,,,,,0,,0,,2,,,,0,,2,,,,,,0,2,
NOV,Intestinal Worms,36,79,4,60,21,0,90,290,50,32,25,226,37,0,118,488,105,143,34,39,98,419,1197,
NOV,Malnutrition,,,,,,0,,0,2,3,,,,0,,5,,,2,,,2,7,
NOV,Anaemia,5,,,,,0,,5,,2,,,,0,,2,,,,4,,4,11,
NOV,Eye Infections,15,4,,6,22,0,,47,24,10,2,15,,0,,51,18,58,4,,9,89,187,
NOV,Cataract,,,,,,0,,0,,,,,,0,,0,,,,4,,4,4,
NOV,ear infectins,16,10,5,9,24,0,4,68,18,9,6,50,,0,,83,25,25,33,,9,92,243,
NOV,Dis. Of circulatory systems,,,,,,0,,0,,,,,,0,,0,,,,20,,20,20,
NOV,Dis of Respiratory systems,373,169,51,47,160,0,264,1064,162,61,26,247,128,0,84,708,149,176,117,2,83,527,2299,
NOV,Pneumonia,19,,2,,22,0,,43,17,14,5,7,,0,10,53,28,6,41,,,75,171,
NOV,Abortion,1,,,,4,0,,5,,1,,,,0,,1,,2,1,,2,5,11,
NOV,Dis. Of peuperium & child birth,,,,,,0,,0,,1,,,,0,,1,1,,4,,,5,6,
NOV,Neoplasms,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Dis. Of blood & blood forming organs,,,,,,0,,0,,,,,,0,1,1,4,,,,,4,5,
NOV,mental Disorders,7,2,,,,0,,9,1,1,,3,,0,,5,,4,,,,4,18,
NOV,Dental disorders,,10,4,,,0,2,16,2,,6,11,,0,5,24,12,88,,2,4,106,146,
NOV,Dis. Of the skin,58,59,11,24,24,0,9,185,16,9,37,85,3,0,,150,93,63,54,16,65,291,626,
NOV,Rheumatisim,20,32,14,28,,0,98,192,42,36,33,23,,0,16,150,61,8,61,3,39,172,514,
NOV,Congential Anomalis,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Pyrexia of unknown origin,,,,,,0,,0,2,,,,,0,,2,,,,,,0,2,
NOV,Poisoning,1,,,,,0,,1,,,2,,,0,,2,2,,,,,2,5,
NOV,Accidents ( fructures & Burns),9,24,10,,13,0,6,62,3,11,19,32,,0,7,72,23,14,30,1,2,70,204,
NOV,Typhoid ,2,,,,,0,,2,5,16,32,,,0,35,88,,46,,,,46,136,
NOV,Amebiasis,,,,,,0,,0,,,27,,,0,,27,,,51,,,51,78,
NOV,Diabetes,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Epilepsy,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,SYPHILIS,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,HIV ,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,Assault,42,,,,,0,,42,,,,,,0,,0,26,,8,,,34,76,
NOV,Snake bite,,,,,,0,,0,1,,2,2,,0,,5,,,2,,,2,7,
NOV,Other bites,33,,,,1,0,,34,33,,,,,0,,33,,,,,3,3,70,
NOV,,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,,,,,,,0,,0,,,,,,0,,0,,,,,,0,0,
NOV,All other diseases,104,86,8,63,87,0,92,440,33,42,4,25,,0,92,196,56,72,8,6,,142,778,
NOV,TOTAL NEW CASES,1493,833,178,105,326,0,827,3762,523,417,387,623,145,0,471,2566,1309,984,795,244,596,3928,10256,
NOV,Re-attendances(Re-visits),491,186,49,88,297,0,367,1478,78,63,107,441,13,0,15,717,302,80,99,,91,572,2767,
NOV,REFERRALS,,,,,6,0,,6,,,2,1,2,0,,5,,,,,,0,11,
NOV,No. of first Attendances,1123,325,83,470,0,0,,2001,413,353,229,638,145,0,281,2059,502,642,526,,4,1674,5734,
NOV,Avrage dis. per Attendance,,,,,0,0,,0,, ,,,,0,,0,,,,,303,303,303,
DEC,Diarhoheal Diseases,72,15,0,7,15,5,2,116,16,17,49,8,3,,,93,18,6,32,,3,59,268,
DEC,Tuberculosis,,,0,,,,,0,,,,,1,,2,3,,,,,3,3,6,
DEC,Leprosy,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,Whoopng Cough,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,Meningitis,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,Tetenus,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,Poliomyelitis,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,chicken Pox,9,8,0,,,,1,18,2,2,3,,,,1,8,2,1,5,,4,12,38,
DEC,Measles,,,0,,,,,0,,1,,,,,,1,,,,,,0,1,
DEC,Infections Hepatitis,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,Mumps,,4,0,,,,3,7,,,,,3,,,3,,,4,,,4,14,
DEC,Malaria,421,685,0,157,128,48,800,2239,188,77,566,135,125,25,111,1227,509,215,419,57,303,1503,4969,
DEC,Gonorrhea,1,,0,,3,1,,5,,,2,,,,,2,,4,1,,2,7,14,
DEC,Urinary Tract Infections,11,8,0,18,9,3,11,60,13,9,10,9,,,8,49,4,34,3,1,2,44,153,
DEC,Bilharzia,,,0,,,,,0,,,1,,,,,1,,,,,,0,1,
DEC,Intestinal Worms,22,195,0,59,,38,166,480,40,34,210,26,11,4,124,449,116,134,34,9,113,406,1335,
DEC,Malnutrition,,,0,,,1,,1,4,7,,,,,,11,1,,,,,1,13,
DEC,Anaemia,2,,0,,,2,,4,5,18,,,,,,23,1,1,9,,,11,38,
DEC,Eye Infections,6,23,0,6,8,4,24,71,13,,9,2,,,,24,10,39,12,,7,68,163,
DEC,Cataract,1,,0,,,5,,6,,,,,,,,0,,,,,,0,6,
DEC,ear infectins,13,12,0,6,,10,28,69,8,21,47,2,,2,4,84,20,25,39,,3,87,240,
DEC,Dis. Of circulatory systems,,,0,,,,,0,,4,,,,,,4,32,,,,,32,36,
DEC,Dis of Respiratory systems,209,322,0,42,2,38,196,809,39,26,222,19,47,,113,466,100,150,105,9,65,429,1704,
DEC,Pneumonia,9,,0,,3,28,32,72,13,8,,1,,,9,31,2,4,59,,,65,168,
DEC,Abortion,4,,0,,,,,4,,1,,1,,,,2,,2,1,,,3,9,
DEC,Dis. Of peuperium & child birth,,,0,,,,,0,,,,,,,,0,,,8,,,8,8,
DEC,Neoplasms,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,Dis. Of blood & blood forming organs,,,0,,,,,0,,,,,,,,0,,,,,,0,0,
DEC,mental Disorders,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Dental disorders,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Dis. Of the skin,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Rheumatisim,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Congential Anomalis,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Pyrexia of unknown origin,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Poisoning,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Accidents ( fructures & Burns),,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Typhoid ,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Amebiasis,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Diabetes,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Epilepsy,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,SYPHILIS,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,HIV ,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Assault,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Snake bite,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Other bites,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Dog bite,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,BRUCELLOSIS,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,All other diseases,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,TOTAL NEW CASES,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Re-attendances(Re-visits),,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,REFERRALS,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,No. of first Attendances,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
DEC,Avrage dis. per Attendance,,,0,,,,,0,,,,,0,,,0,,,,0,0,0,0,
